"","group","Description","pvalue","ratio"
"GO:00425456","C17","cell wall modification",0.269228361320052,"1/38"
"GO:00512399","C17","regulation of multicellular organismal process",0.269228361320052,"1/38"
"GO:00086546","C17","phospholipid biosynthetic process",0.275106710657444,"1/38"
"GO:00425467","C17","cell wall biogenesis",0.275106710657444,"1/38"
"GO:000000315","C17","reproduction",0.278089632121138,"2/38"
"GO:002241415","C17","reproductive process",0.278089632121138,"2/38"
"GO:004273714","C17","drug catabolic process",0.281076275780883,"2/38"
"GO:00090645","C17","glutamine family amino acid metabolic process",0.286725607386649,"1/38"
"GO:00161147","C17","terpenoid biosynthetic process",0.286725607386649,"1/38"
"GO:00339937","C17","response to lipid",0.292466854351129,"1/38"
"GO:00994027","C17","plant organ development",0.292466854351129,"1/38"
"GO:005079310","C17","regulation of developmental process",0.298163095777963,"1/38"
"GO:000962815","C17","response to abiotic stimulus",0.298981219140178,"2/38"
"GO:006500815","C17","regulation of biological quality",0.314996792675825,"3/38"
"GO:19016175","C17","organic hydroxy compound biosynthetic process",0.320504834720218,"1/38"
"GO:00002716","C17","polysaccharide biosynthetic process",0.325981147823215,"1/38"
"GO:00160429","C17","lipid catabolic process",0.325981147823215,"1/38"
"GO:004244513","C17","hormone metabolic process",0.325981147823215,"1/38"
"GO:00454906","C17","pectin catabolic process",0.331414477560745,"1/38"
"GO:000727516","C17","multicellular organism development",0.331647527829742,"2/38"
"GO:004259214","C17","homeostatic process",0.337552080583564,"2/38"
"GO:00488696","C17","cellular developmental process",0.347459837665884,"1/38"
"GO:190170110","C17","cellular response to oxygen-containing compound",0.357947782194049,"1/38"
"GO:00064688","C17","protein phosphorylation",0.363130021844989,"1/38"
"GO:190157515","C17","organic substance catabolic process",0.371225781719368,"4/38"
"GO:001081714","C17","regulation of hormone levels",0.383454728231613,"1/38"
"GO:00070105","C17","cytoskeleton organization",0.388436382564422,"1/38"
"GO:00066449","C17","phospholipid metabolic process",0.393378836299545,"1/38"
"GO:00082997","C17","isoprenoid biosynthetic process",0.393378836299545,"1/38"
"GO:004424815","C17","cellular catabolic process",0.39367320607082,"4/38"
"GO:004670011","C17","heterocycle catabolic process",0.39828238963301,"1/38"
"GO:004885616","C17","anatomical structure development",0.401396651425229,"2/38"
"GO:00103936","C17","galacturonan metabolic process",0.407973984717728,"1/38"
"GO:00454886","C17","pectin metabolic process",0.407973984717728,"1/38"
"GO:00485839","C17","regulation of response to stimulus",0.412762615748108,"1/38"
"GO:007259311","C17","reactive oxygen species metabolic process",0.412762615748108,"1/38"
"GO:00066318","C17","fatty acid metabolic process",0.436145695069,"1/38"
"GO:000695214","C17","defense response",0.43787491429076,"2/38"
"GO:000941610","C17","response to light stimulus",0.440712290036471,"1/38"
"GO:004852311","C17","negative regulation of cellular process",0.440712290036471,"1/38"
"GO:000110112","C17","response to acid chemical",0.449737700161253,"1/38"
"GO:000931410","C17","response to radiation",0.449737700161253,"1/38"
"GO:000027210","C17","polysaccharide catabolic process",0.454197066208144,"1/38"
"GO:190136112","C17","organic cyclic compound catabolic process",0.458621236746559,"1/38"
"GO:190161510","C17","organic hydroxy compound metabolic process",0.458621236746559,"1/38"
"GO:00106299","C17","negative regulation of gene expression",0.463010482106839,"1/38"
"GO:190156513","C17","organonitrogen compound catabolic process",0.475866447690636,"2/38"
"GO:00064575","C17","protein folding",0.475971340223393,"1/38"
"GO:00106059","C17","negative regulation of macromolecule metabolic process",0.475971340223393,"1/38"
"GO:00098929","C17","negative regulation of metabolic process",0.48862741145618,"1/38"
"GO:004860815","C17","reproductive structure development",0.49277958204692,"1/38"
"GO:006145815","C17","reproductive system development",0.49277958204692,"1/38"
"GO:000300615","C17","developmental process involved in reproduction",0.500985673889077,"1/38"
"GO:000979112","C17","post-embryonic development",0.509062441686456,"1/38"
"GO:000905615","C17","catabolic process",0.512519929642593,"4/38"
"GO:00067909","C17","sulfur compound metabolic process",0.517011869286051,"1/38"
"GO:001631013","C17","phosphorylation",0.517011869286051,"1/38"
"GO:001605211","C17","carbohydrate catabolic process",0.547574827626645,"1/38"
"GO:005170411","C17","multi-organism process",0.565711462371645,"1/38"
"GO:190170013","C17","response to oxygen-containing compound",0.572766155207317,"1/38"
"GO:001975216","C17","carboxylic acid metabolic process",0.583111870277151,"3/38"
"GO:000905713","C17","macromolecule catabolic process",0.587309728721485,"2/38"
"GO:004343616","C17","oxoacid metabolic process",0.5924354140063,"3/38"
"GO:190113516","C17","carbohydrate derivative metabolic process",0.598610096156263,"2/38"
"GO:005511414","C17","oxidation-reduction process",0.599885689538529,"1/38"
"GO:000608216","C17","organic acid metabolic process",0.601632815120098,"3/38"
"GO:190160512","C17","alpha-amino acid metabolic process",0.615976224552489,"1/38"
"GO:004408511","C17","cellular component biogenesis",0.637444807104453,"2/38"
"GO:003278714","C17","monocarboxylic acid metabolic process",0.660558938583706,"1/38"
"GO:009040711","C17","organophosphate biosynthetic process",0.679598692701897,"1/38"
"GO:000679615","C17","phosphate-containing compound metabolic process",0.686612313827898,"2/38"
"GO:001714415","C17","drug metabolic process",0.686612313827898,"2/38"
"GO:000679315","C17","phosphorus metabolic process",0.693972579244781,"2/38"
"GO:000695016","C17","response to stress",0.71790626281056,"3/38"
"GO:190113711","C17","carbohydrate derivative biosynthetic process",0.732912422251157,"1/38"
"GO:00226078","C17","cellular component assembly",0.76809157349467,"1/38"
"GO:000652012","C17","cellular amino acid metabolic process",0.793636999411382,"1/38"
"GO:00063968","C17","RNA processing",0.80041777721646,"1/38"
"GO:001963713","C17","organophosphate metabolic process",0.831197071100119,"1/38"
"GO:000699610","C17","organelle organization",0.887415125362101,"1/38"
"GO:004428315","C17","small molecule biosynthetic process",0.893910938004205,"1/38"
"GO:000646414","C17","cellular protein modification process",0.907418205527875,"1/38"
"GO:003621114","C17","protein modification process",0.907418205527875,"1/38"
"GO:004341214","C17","macromolecule modification",0.934838385633821,"1/38"
"GO:00461488","C18","pigment biosynthetic process",0.0343677377779448,"2/35"
"GO:00424409","C18","pigment metabolic process",0.0443755806316839,"2/35"
"GO:000973410","C18","auxin-activated signaling pathway",0.0651019817203598,"2/35"
"GO:007136510","C18","cellular response to auxin stimulus",0.0651019817203598,"2/35"
"GO:00059851","C18","sucrose metabolic process",0.0711652636522908,"1/35"
"GO:00099262","C18","auxin polar transport",0.0711652636522908,"1/35"
"GO:00161294","C18","phytosteroid biosynthetic process",0.0711652636522908,"1/35"
"GO:00060226","C18","aminoglycan metabolic process",0.0780049892513168,"1/35"
"GO:00060266","C18","aminoglycan catabolic process",0.0780049892513168,"1/35"
"GO:00060306","C18","chitin metabolic process",0.0780049892513168,"1/35"
"GO:00060326","C18","chitin catabolic process",0.0780049892513168,"1/35"
"GO:00099142","C18","hormone transport",0.0780049892513168,"1/35"
"GO:00169986","C18","cell wall macromolecule catabolic process",0.0780049892513168,"1/35"
"GO:00463486","C18","amino sugar catabolic process",0.0780049892513168,"1/35"
"GO:00609182","C18","auxin transport",0.0780049892513168,"1/35"
"GO:19010716","C18","glucosamine-containing compound metabolic process",0.0780049892513168,"1/35"
"GO:19010726","C18","glucosamine-containing compound catabolic process",0.0780049892513168,"1/35"
"GO:00060406","C18","amino sugar metabolic process",0.0847957774197101,"1/35"
"GO:00066624","C18","glycerol ether metabolic process",0.0847957774197101,"1/35"
"GO:00091122","C18","nucleobase metabolic process",0.0847957774197101,"1/35"
"GO:00161284","C18","phytosteroid metabolic process",0.0847957774197101,"1/35"
"GO:00189044","C18","ether metabolic process",0.0847957774197101,"1/35"
"GO:004259215","C18","homeostatic process",0.0964079291244083,"3/35"
"GO:00161092","C18","tetraterpenoid biosynthetic process",0.098231898833842,"1/35"
"GO:00161172","C18","carotenoid biosynthetic process",0.098231898833842,"1/35"
"GO:0016226","C18","iron-sulfur cluster assembly",0.098231898833842,"1/35"
"GO:0031163","C18","metallo-sulfur cluster assembly",0.098231898833842,"1/35"
"GO:00905583","C18","plant epidermis development",0.098231898833842,"1/35"
"GO:000905714","C18","macromolecule catabolic process",0.101688110022487,"4/35"
"GO:000027211","C18","polysaccharide catabolic process",0.104390079451889,"2/35"
"GO:00161083","C18","tetraterpenoid metabolic process",0.104877905054271,"1/35"
"GO:00161163","C18","carotenoid metabolic process",0.104877905054271,"1/35"
"GO:00161261","C18","sterol biosynthetic process",0.104877905054271,"1/35"
"GO:006500816","C18","regulation of biological quality",0.10519116665994,"4/35"
"GO:000597516","C18","carbohydrate metabolic process",0.106798353879218,"6/35"
"GO:005508513","C18","transmembrane transport",0.130897288453673,"3/35"
"GO:00001605","C18","phosphorelay signal transduction system",0.137400647897142,"1/35"
"GO:00096065","C18","tropism",0.137400647897142,"1/35"
"GO:00059843","C18","disaccharide metabolic process",0.143766023676944,"1/35"
"GO:00461653","C18","alcohol biosynthetic process",0.143766023676944,"1/35"
"GO:004545413","C18","cell redox homeostasis",0.148522101984977,"2/35"
"GO:00096204","C18","response to fungus",0.150085759900332,"1/35"
"GO:00508324","C18","defense response to fungus",0.150085759900332,"1/35"
"GO:000695215","C18","defense response",0.153105655697962,"3/35"
"GO:000973314","C18","response to auxin",0.158804982499772,"2/35"
"GO:001605212","C18","carbohydrate catabolic process",0.161397474290632,"2/35"
"GO:00093113","C18","oligosaccharide metabolic process",0.162589582240122,"1/35"
"GO:19011369","C18","carbohydrate derivative catabolic process",0.162589582240122,"1/35"
"GO:000975514","C18","hormone-mediated signaling pathway",0.163998164567151,"2/35"
"GO:003287014","C18","cellular response to hormone stimulus",0.163998164567151,"2/35"
"GO:007149514","C18","cellular response to endogenous stimulus",0.163998164567151,"2/35"
"GO:00070154","C18","actin filament organization",0.168774297290047,"1/35"
"GO:000960512","C18","response to external stimulus",0.171846944361004,"2/35"
"GO:007131015","C18","cellular response to organic substance",0.177115958917219,"2/35"
"GO:190156514","C18","organonitrogen compound catabolic process",0.178295709590293,"3/35"
"GO:00300294","C18","actin filament-based process",0.181010891587643,"1/35"
"GO:00300364","C18","actin cytoskeleton organization",0.181010891587643,"1/35"
"GO:00064126","C18","translation",0.198109536358284,"4/35"
"GO:00086439","C18","carbohydrate transport",0.199038300003393,"1/35"
"GO:00161257","C18","sterol metabolic process",0.199038300003393,"1/35"
"GO:00430436","C18","peptide biosynthetic process",0.199640527882952,"4/35"
"GO:00091168","C18","nucleoside metabolic process",0.210841784837573,"1/35"
"GO:00060666","C18","alcohol metabolic process",0.216679987655304,"1/35"
"GO:00066947","C18","steroid biosynthetic process",0.216679987655304,"1/35"
"GO:00099666","C18","regulation of signal transduction",0.222476224533119,"1/35"
"GO:00106466","C18","regulation of cell communication",0.222476224533119,"1/35"
"GO:00230516","C18","regulation of signaling",0.222476224533119,"1/35"
"GO:00974354","C18","supramolecular fiber organization",0.222476224533119,"1/35"
"GO:19016578","C18","glycosyl compound metabolic process",0.222476224533119,"1/35"
"GO:00516038","C18","proteolysis involved in cellular protein catabolic process",0.222813153115757,"2/35"
"GO:00098886","C18","tissue development",0.228230788318558,"1/35"
"GO:001972514","C18","cellular homeostasis",0.22826847969511,"2/35"
"GO:00442579","C18","cellular protein catabolic process",0.22826847969511,"2/35"
"GO:00065188","C18","peptide metabolic process",0.231027050194313,"4/35"
"GO:000695017","C18","response to stress",0.238450828603923,"5/35"
"GO:00436048","C18","amide biosynthetic process",0.240700137595316,"4/35"
"GO:004273715","C18","drug catabolic process",0.250187566667732,"2/35"
"GO:007088717","C18","cellular response to chemical stimulus",0.252935573192709,"2/35"
"GO:003016310","C18","protein catabolic process",0.261186422761238,"2/35"
"GO:00068697","C18","lipid transport",0.267370074451801,"1/35"
"GO:00161148","C18","terpenoid biosynthetic process",0.267370074451801,"1/35"
"GO:004403610","C18","cell wall macromolecule metabolic process",0.278193922180024,"1/35"
"GO:00091276","C18","purine nucleoside monophosphate biosynthetic process",0.283547431975256,"1/35"
"GO:00091686","C18","purine ribonucleoside monophosphate biosynthetic process",0.283547431975256,"1/35"
"GO:00108767","C18","lipid localization",0.283547431975256,"1/35"
"GO:00082029","C18","steroid metabolic process",0.288862362005113,"1/35"
"GO:000727517","C18","multicellular organism development",0.296968269954251,"2/35"
"GO:19016176","C18","organic hydroxy compound biosynthetic process",0.299377560549136,"1/35"
"GO:00442659","C18","cellular macromolecule catabolic process",0.302464326836378,"2/35"
"GO:000672112","C18","terpenoid metabolic process",0.304578363387054,"1/35"
"GO:000597613","C18","polysaccharide metabolic process",0.305210398418501,"2/35"
"GO:00065089","C18","proteolysis",0.307954997331417,"2/35"
"GO:004360310","C18","cellular amide metabolic process",0.309131177013363,"4/35"
"GO:00091567","C18","ribonucleoside monophosphate biosynthetic process",0.309741655131104,"1/35"
