"","group","Description","pvalue","ratio"
"GO:000926010","C17","ribonucleotide biosynthetic process",0.143911876378417,"3/95"
"GO:004639010","C17","ribose phosphate biosynthetic process",0.143911876378417,"3/95"
"GO:009040713","C17","organophosphate biosynthetic process",0.146362454035986,"5/95"
"GO:00974353","C17","supramolecular fiber organization",0.1466797542491,"2/95"
"GO:007252211","C17","purine-containing compound biosynthetic process",0.153343470781205,"3/95"
"GO:00098887","C17","tissue development",0.153645608522488,"2/95"
"GO:00336925","C17","cellular polysaccharide biosynthetic process",0.153645608522488,"2/95"
"GO:190170012","C17","response to oxygen-containing compound",0.156572230654215,"4/95"
"GO:000681114","C17","ion transport",0.159031165364923,"5/95"
"GO:00160547","C17","organic acid catabolic process",0.160675292193612,"2/95"
"GO:00463957","C17","carboxylic acid catabolic process",0.160675292193612,"2/95"
"GO:00712298","C17","cellular response to acid chemical",0.167763568954781,"2/95"
"GO:003422012","C17","ion transmembrane transport",0.167846320418838,"3/95"
"GO:000715416","C17","cell communication",0.174514526013862,"9/95"
"GO:000662916","C17","lipid metabolic process",0.176271422279825,"10/95"
"GO:00099091","C17","regulation of flower development",0.18262934460704,"1/95"
"GO:00101672","C17","response to nitrate",0.18262934460704,"1/95"
"GO:00325072","C17","maintenance of protein location in cell",0.18262934460704,"1/95"
"GO:00432541","C17","regulation of protein-containing complex assembly",0.18262934460704,"1/95"
"GO:00444191","C17","interspecies interaction between organisms",0.18262934460704,"1/95"
"GO:00451852","C17","maintenance of protein location",0.18262934460704,"1/95"
"GO:00461731","C17","polyol biosynthetic process",0.18262934460704,"1/95"
"GO:0048507","C17","meristem development",0.18262934460704,"1/95"
"GO:00516512","C17","maintenance of location in cell",0.18262934460704,"1/95"
"GO:00712411","C17","cellular response to inorganic substance",0.18262934460704,"1/95"
"GO:000110111","C17","response to acid chemical",0.182736076773545,"3/95"
"GO:00086545","C17","phospholipid biosynthetic process",0.189330256464722,"2/95"
"GO:19030475","C17","mitotic cell cycle process",0.189330256464722,"2/95"
"GO:000716516","C17","signal transduction",0.193665864707767,"8/95"
"GO:002305216","C17","signaling",0.198815427295855,"8/95"
"GO:00060223","C17","aminoglycan metabolic process",0.198966439549672,"1/95"
"GO:00060263","C17","aminoglycan catabolic process",0.198966439549672,"1/95"
"GO:00060303","C17","chitin metabolic process",0.198966439549672,"1/95"
"GO:00060323","C17","chitin catabolic process",0.198966439549672,"1/95"
"GO:00097682","C17","photosynthesis, light harvesting in photosystem I",0.198966439549672,"1/95"
"GO:00169983","C17","cell wall macromolecule catabolic process",0.198966439549672,"1/95"
"GO:00325351","C17","regulation of cellular component size",0.198966439549672,"1/95"
"GO:00440871","C17","regulation of cellular component biogenesis",0.198966439549672,"1/95"
"GO:00463483","C17","amino sugar catabolic process",0.198966439549672,"1/95"
"GO:00464701","C17","phosphatidylcholine metabolic process",0.198966439549672,"1/95"
"GO:00900661","C17","regulation of anatomical structure size",0.198966439549672,"1/95"
"GO:19010713","C17","glucosamine-containing compound metabolic process",0.198966439549672,"1/95"
"GO:19010723","C17","glucosamine-containing compound catabolic process",0.198966439549672,"1/95"
"GO:00090646","C17","glutamine family amino acid metabolic process",0.203912864202437,"2/95"
"GO:00028314","C17","regulation of response to biotic stimulus",0.214980368051941,"1/95"
"GO:00059821","C17","starch metabolic process",0.214980368051941,"1/95"
"GO:00060403","C17","amino sugar metabolic process",0.214980368051941,"1/95"
"GO:00062842","C17","base-excision repair",0.214980368051941,"1/95"
"GO:00066624","C17","glycerol ether metabolic process",0.214980368051941,"1/95"
"GO:00189044","C17","ether metabolic process",0.214980368051941,"1/95"
"GO:00321014","C17","regulation of response to external stimulus",0.214980368051941,"1/95"
"GO:00512581","C17","protein polymerization",0.214980368051941,"1/95"
"GO:00065445","C17","glycine metabolic process",0.230677456040799,"1/95"
"GO:00092254","C17","nucleotide-sugar metabolic process",0.230677456040799,"1/95"
"GO:00098674","C17","jasmonic acid mediated signaling pathway",0.230677456040799,"1/95"
"GO:00439004","C17","regulation of multi-organism process",0.230677456040799,"1/95"
"GO:00713954","C17","cellular response to jasmonic acid stimulus",0.230677456040799,"1/95"
"GO:000915010","C17","purine ribonucleotide metabolic process",0.234604114975285,"3/95"
"GO:000616310","C17","purine nucleotide metabolic process",0.239940061685394,"3/95"
"GO:00065412","C17","glutamine metabolic process",0.246063906919984,"1/95"
"GO:00067491","C17","glutathione metabolic process",0.246063906919984,"1/95"
"GO:00068573","C17","oligopeptide transport",0.246063906919984,"1/95"
"GO:00430942","C17","cellular metabolic compound salvage",0.246063906919984,"1/95"
"GO:00905583","C17","plant epidermis development",0.246063906919984,"1/95"
"GO:19016983","C17","response to nitrogen compound",0.246063906919984,"1/95"
"GO:00002716","C17","polysaccharide biosynthetic process",0.255717783595569,"2/95"
"GO:005508514","C17","transmembrane transport",0.258356552476518,"5/95"
"GO:00081542","C17","actin polymerization or depolymerization",0.261145803917794,"1/95"
"GO:00096904","C17","cytokinin metabolic process",0.261145803917794,"1/95"
"GO:00347544","C17","cellular hormone metabolic process",0.261145803917794,"1/95"
"GO:00483164","C17","seed development",0.261145803917794,"1/95"
"GO:00514932","C17","regulation of cytoskeleton organization",0.261145803917794,"1/95"
"GO:00442827","C17","small molecule catabolic process",0.263166504202584,"2/95"
"GO:001963714","C17","organophosphate metabolic process",0.264109421862412,"6/95"
"GO:004273712","C17","drug catabolic process",0.264662147566454,"4/95"
"GO:000916513","C17","nucleotide biosynthetic process",0.266907788390425,"3/95"
"GO:000925911","C17","ribonucleotide metabolic process",0.266907788390425,"3/95"
"GO:001631012","C17","phosphorylation",0.266907788390425,"3/95"
"GO:00002786","C17","mitotic cell cycle",0.270617256833043,"2/95"
"GO:190129313","C17","nucleoside phosphate biosynthetic process",0.272349075729329,"3/95"
"GO:00488313","C17","regulation of shoot system development",0.275929112390374,"1/95"
"GO:00070499","C17","cell cycle",0.277803082715987,"3/95"
"GO:004545413","C17","cell redox homeostasis",0.283268480597134,"3/95"
"GO:00015055","C17","regulation of neurotransmitter levels",0.290419682081319,"1/95"
"GO:00090842","C17","glutamine family amino acid biosynthetic process",0.290419682081319,"1/95"
"GO:00106393","C17","negative regulation of organelle organization",0.290419682081319,"1/95"
"GO:00197512","C17","polyol metabolic process",0.290419682081319,"1/95"
"GO:00421335","C17","neurotransmitter metabolic process",0.290419682081319,"1/95"
"GO:00466773","C17","response to antibiotic",0.290419682081319,"1/95"
"GO:00511293","C17","negative regulation of cellular component organization",0.290419682081319,"1/95"
"GO:00512352","C17","maintenance of location",0.290419682081319,"1/95"
"GO:007252112","C17","purine-containing compound metabolic process",0.299720042745368,"3/95"
"GO:190170110","C17","cellular response to oxygen-containing compound",0.300382072782242,"2/95"
"GO:00302444","C17","cellulose biosynthetic process",0.304623249338435,"1/95"
"GO:00193188","C17","hexose metabolic process",0.307800087028968,"2/95"
"GO:00300015","C17","metal ion transport",0.307800087028968,"2/95"
"GO:00072641","C17","small GTPase mediated signal transduction",0.318545439288456,"1/95"
"GO:00485895","C17","developmental growth",0.318545439288456,"1/95"
"GO:00512744","C17","beta-glucan biosynthetic process",0.318545439288456,"1/95"
"GO:001969311","C17","ribose phosphate metabolic process",0.321737978075775,"3/95"
"GO:00096115","C17","response to wounding",0.332191767970496,"1/95"
"GO:00140704","C17","response to organic cyclic compound",0.332191767970496,"1/95"
"GO:00517049","C17","multi-organism process",0.338271626832441,"3/95"
"GO:00059968","C17","monosaccharide metabolic process",0.344629073097584,"2/95"
"GO:00080372","C17","cell recognition",0.345567644429024,"1/95"
"GO:00098752","C17","pollen-pistil interaction",0.345567644429024,"1/95"
"GO:00400075","C17","growth",0.345567644429024,"1/95"
"GO:00461653","C17","alcohol biosynthetic process",0.345567644429024,"1/95"
"GO:00485442","C17","recognition of pollen",0.345567644429024,"1/95"
"GO:005171616","C17","cellular response to stimulus",0.348016658876688,"10/95"
"GO:00066447","C17","phospholipid metabolic process",0.35192746604577,"2/95"
"GO:00424934","C17","response to drug",0.358678372767119,"1/95"
"GO:001714416","C17","drug metabolic process",0.364099183273073,"7/95"
"GO:006500816","C17","regulation of biological quality",0.370524005944585,"6/95"
"GO:20002415","C17","regulation of reproductive process",0.371529154160733,"1/95"
"GO:00485839","C17","regulation of response to stimulus",0.380832238618158,"2/95"
"GO:005118710","C17","cofactor catabolic process",0.380832238618158,"2/95"
"GO:000861013","C17","lipid biosynthetic process",0.380905691261859,"5/95"
"GO:00224027","C17","cell cycle process",0.395087887580381,"2/95"
"GO:00971645","C17","ammonium ion metabolic process",0.396471178001365,"1/95"
"GO:005508614","C17","nucleobase-containing small molecule metabolic process",0.401169432339699,"4/95"
"GO:00464742","C17","glycerophospholipid biosynthetic process",0.408572325761996,"1/95"
"GO:00485804","C17","regulation of post-embryonic development",0.408572325761996,"1/95"
"GO:00066318","C17","fatty acid metabolic process",0.416191977183118,"2/95"
"GO:190160513","C17","alpha-amino acid metabolic process",0.420154676624463,"3/95"
"GO:00098563","C17","pollination",0.420433340972596,"1/95"
"GO:00447063","C17","multi-multicellular organism process",0.420433340972596,"1/95"
"GO:00485237","C17","negative regulation of cellular process",0.423146925882782,"2/95"
"GO:00063574","C17","regulation of transcription by RNA polymerase II",0.430060006359681,"2/95"
"GO:00002262","C17","microtubule cytoskeleton organization",0.432058939073864,"1/95"
"GO:001972514","C17","cellular homeostasis",0.446809320802723,"3/95"
"GO:00458935","C17","positive regulation of transcription, DNA-templated",0.450537303450167,"2/95"
"GO:00512545","C17","positive regulation of RNA metabolic process",0.450537303450167,"2/95"
"GO:19026805","C17","positive regulation of RNA biosynthetic process",0.450537303450167,"2/95"
"GO:19035085","C17","positive regulation of nucleic acid-templated transcription",0.450537303450167,"2/95"
"GO:00458927","C17","negative regulation of transcription, DNA-templated",0.454622289372543,"1/95"
"GO:19026797","C17","negative regulation of RNA biosynthetic process",0.454622289372543,"1/95"
"GO:19035077","C17","negative regulation of nucleic acid-templated transcription",0.454622289372543,"1/95"
"GO:00459355","C17","positive regulation of nucleobase-containing compound metabolic process",0.463960822694584,"2/95"
"GO:00090697","C17","serine family amino acid metabolic process",0.465569021362741,"1/95"
"GO:00101548","C17","fruit development",0.465569021362741,"1/95"
"GO:00450173","C17","glycerolipid biosynthetic process",0.465569021362741,"1/95"
"GO:00512537","C17","negative regulation of RNA metabolic process",0.465569021362741,"1/95"
"GO:00464349","C17","organophosphate catabolic process",0.476298299251697,"1/95"
"GO:000000312","C17","reproduction",0.483303282534709,"3/95"
"GO:002241412","C17","reproductive process",0.483303282534709,"3/95"
"GO:00060664","C17","alcohol metabolic process",0.486814397660298,"1/95"
"GO:00066948","C17","steroid biosynthetic process",0.486814397660298,"1/95"
"GO:00302436","C17","cellulose metabolic process",0.486814397660298,"1/95"
"GO:00436483","C17","dicarboxylic acid metabolic process",0.486814397660298,"1/95"
"GO:00459347","C17","negative regulation of nucleobase-containing compound metabolic process",0.486814397660298,"1/95"
"GO:000675314","C17","nucleoside phosphate metabolic process",0.488427684135528,"3/95"
"GO:000911714","C17","nucleotide metabolic process",0.488427684135528,"3/95"
"GO:00099665","C17","regulation of signal transduction",0.497121508066698,"1/95"
"GO:00106465","C17","regulation of cell communication",0.497121508066698,"1/95"
"GO:00230515","C17","regulation of signaling",0.497121508066698,"1/95"
"GO:00424469","C17","hormone biosynthetic process",0.497121508066698,"1/95"
"GO:00512736","C17","beta-glucan metabolic process",0.497121508066698,"1/95"
"GO:000635515","C17","regulation of transcription, DNA-templated",0.497597309244561,"9/95"
"GO:190350615","C17","regulation of nucleic acid-templated transcription",0.497597309244561,"9/95"
"GO:200114115","C17","regulation of RNA biosynthetic process",0.497597309244561,"9/95"
"GO:004860810","C17","reproductive structure development",0.503065347841953,"2/95"
"GO:006145810","C17","reproductive system development",0.503065347841953,"2/95"
"GO:00105587","C17","negative regulation of macromolecule biosynthetic process",0.507223740406233,"1/95"
"GO:20001137","C17","negative regulation of cellular macromolecule biosynthetic process",0.507223740406233,"1/95"
"GO:000695214","C17","defense response",0.507996255206041,"4/95"
"GO:000300610","C17","developmental process involved in reproduction",0.515694016157992,"2/95"
"GO:00065756","C17","cellular modified amino acid metabolic process",0.51712512464088,"1/95"
"GO:00301546","C17","cell differentiation",0.51712512464088,"1/95"
"GO:00330434","C17","regulation of organelle organization",0.51712512464088,"1/95"
"GO:20000266","C17","regulation of multicellular organismal development",0.51712512464088,"1/95"
"GO:005125215","C17","regulation of RNA metabolic process",0.517693152607713,"9/95"
